,Specialty,specialties(table),Vet,vet_specialties(table),vetList(html),VetRepository,VetController,vets(table),Vets,CacheConfiguration,Visit,VisitRepository,VisitController,visits(table),createOrUpdateVisitForm(html),OwnerController,Owner,ownerDetails(html),createOrUpdateOwnerForm(html),ownersList(html),OwnerRepository,owners(table),Pet,createOrUpdatePetForm(html),PetRepository,PetController,pets(table),PetType,types(table),PetValidator,PetTypeFormatter,findOwners(html),BaseEntity,NamedEntity,Person,PetClinicApplication,WelcomeController,CrashController,error(html),inputField(html),selectField(html),welcome(html),layout(html),package-info
PetRepository,0.3851900799749492,0.43969939015624304,0.23342123371057455,0.2934154559094639,0.23342123371057455,0.23342123371057455,0.23342123371057455,0.28756210651025,0.28756210651025,0.4649326641160938,0.8981151054061246,0.8981151054061246,0.7551785684950434,0.884636861284807,0.7644536993042026,0.8386349055035259,0.8386349055035259,0.848301413766509,0.7349640107491998,0.6661194695547187,0.8386349055035259,0.8090560064657998,0.48801586288045595,0.5521671383451521,0.48801586288045595,0.3450793259693748,0.5964838557389615,0.559834082705644,0.9129791553568322,0.48098701190455256,0.5015687455623726,0.6661194695547187,0.8405998717970398,0.8258913424245157,0.7668569082091913,0.1583355760987862,0.44410175795226564,0.4669425452151989,0.47407255251244307,0.9460429566479581,0.77304248431289,0.44410175795226564,0.8190187279367315,0.47407255251244307
PetController,0.3851900799749492,0.43969939015624304,0.23342123371057455,0.2934154559094639,0.23342123371057455,0.23342123371057455,0.23342123371057455,0.28756210651025,0.28756210651025,0.4649326641160938,0.7551785684950434,0.7551785684950434,0.4100992425256685,0.7417003243737257,0.41937437333482785,0.6956983685924447,0.6956983685924447,0.7053648768554279,0.8779005476602812,0.8090560064658001,0.6956983685924447,0.6661194695547187,0.3450793259693748,0.6951036752562334,0.3450793259693748,0.4880158628804561,0.4535473188278803,0.41689754579456295,0.7700426184457511,0.6239235488156338,0.6445052824734538,0.8090560064658001,0.7238926781194922,0.7091841487469681,0.6501497145316438,0.1583355760987862,0.44410175795226564,0.4669425452151989,0.47407255251244307,0.803106419736877,0.9159790212239713,0.44410175795226564,0.7023115342591839,0.47407255251244307
pets(table),0.4288692731526843,0.4396613150352334,0.2855970172323558,0.3276381972247148,0.2855970172323558,0.2855970172323558,0.2855970172323558,0.28053350263021976,0.28053350263021976,0.46100328366888566,0.9275590419101213,0.9275590419101213,0.7846225049990401,0.9029577877583973,0.7699619089486847,0.8784572669504344,0.8784572669504344,0.8732257302774116,0.7441506777923367,0.6639148031773616,0.8784572669504344,0.8068513400884428,0.5964838557389615,0.5984576361799283,0.5964838557389615,0.4535473188278803,0.4880158628804561,0.6532125395605342,0.8828285636997301,0.5657263254637813,0.582875926360494,0.6639148031773616,0.8602458860533294,0.8765429493558963,0.7742993632945351,0.21933796124314522,0.4114667315423692,0.45232340258421555,0.47407255251244307,0.9462476345249115,0.8130930587370321,0.4114667315423692,0.8314646708085459,0.47407255251244307
PetType,0.3462630553440116,0.4101846420706772,0.26614703341117213,0.29540928915892484,0.26614703341117213,0.26614703341117213,0.26614703341117213,0.31530070253422043,0.31530070253422043,0.4048650329495694,0.9047177987786963,0.9047177987786963,0.7617812618676152,0.886130841108253,0.7151703119156168,0.8397373580567898,0.8397373580567898,0.8289385997481562,0.6776285203521369,0.6709150642420321,0.8397373580567898,0.8138516011531133,0.559834082705644,0.533148881585994,0.559834082705644,0.41689754579456295,0.6532125395605342,0.48801586288045595,0.7697110212538381,0.5049992682233571,0.41506171984409673,0.6709150642420321,0.8257852609210095,0.8041364086802449,0.7059820504303241,0.1804250784757431,0.4256330638660119,0.4585652379203436,0.47407255251244307,0.9144164456188915,0.7224690005725029,0.4256330638660119,0.7886757393540246,0.47407255251244307
types(table),0.32057696508830036,0.31551628017259437,0.43728189522821115,0.3452361776420036,0.43728189522821115,0.43728189522821115,0.43728189522821115,0.39233259282837324,0.39233259282837324,0.3781715164279706,1.0,1.0,0.8570634630889189,0.935172336090421,0.7612421001829298,0.9504807485226323,0.9504807485226323,0.9105270545200684,0.7301827339236372,0.7492808139765131,0.9504807485226323,0.8922173508875942,0.9129791553568322,0.713964087028745,0.9129791553568322,0.7700426184457511,0.8828285636997301,0.7697110212538381,0.48801586288045623,0.7551890468718548,0.6287771918270046,0.7492808139765131,0.8285714123149334,0.87594762626298,0.7988480214630519,0.4234350625405336,0.4528169141116277,0.462535301659177,0.47407255251244307,0.9192186141460762,0.7040536701342711,0.4528169141116277,0.8233305278274419,0.47407255251244307
PetValidator,0.4051724378335564,0.45653012954797156,0.27920140620086503,0.3345778351480384,0.27920140620086503,0.27920140620086503,0.27920140620086503,0.3272309245755599,0.3272309245755599,0.3987974397962663,0.7788100331122291,0.7788100331122291,0.4337307071428542,0.7793457773286964,0.3842160842732694,0.7026505102467824,0.7026505102467824,0.6989277636247078,0.8300277952204272,0.8452388796313709,0.7026505102467824,0.7023023427202895,0.48098701190455256,0.715138700779314,0.48098701190455256,0.6239235488156338,0.5657263254637813,0.5049992682233571,0.7551890468718548,0.4880158628804561,0.6440811164825628,0.8452388796313709,0.718389855113625,0.6999679308670808,0.6285185709830646,0.2245482389631068,0.4381594502096515,0.46155834949900837,0.47407255251244307,0.7540708334331603,0.8699181196663346,0.4381594502096515,0.6667129232189152,0.47407255251244307
PetTypeFormatter,0.3520499619323951,0.39401701709100856,0.29492106246466787,0.3036216767882436,0.29492106246466787,0.29492106246466787,0.29492106246466787,0.3489289956161317,0.3489289956161317,0.30112488912007057,0.7879084534320622,0.7879084534320622,0.4428291274626873,0.7676005638478554,0.34093244032035624,0.711936698312856,0.711936698312856,0.6957315357064486,0.7817995783159227,0.8348379388274231,0.711936698312856,0.6919014019163418,0.5015687455623726,0.6752025298405507,0.5015687455623726,0.6445052824734538,0.582875926360494,0.41506171984409673,0.6287771918270046,0.6440811164825628,0.4880158628804563,0.8348379388274231,0.6990141068401787,0.6900400749339253,0.604529694007623,0.2031751206589747,0.45195953918704623,0.43443413564439565,0.47407255251244307,0.7129459984466545,0.8441924327082715,0.45195953918704623,0.6198937530737941,0.47407255251244307
findOwners(html),0.46504132211981797,0.4721970127043831,0.38829911826882557,0.4165330395223181,0.38829911826882557,0.38829911826882557,0.38829911826882557,0.3489960213990874,0.3489960213990874,0.447665683031611,0.8007936381397238,0.8007936381397238,0.4557143121703491,0.7836289725004356,0.4074431169224407,0.4930862400966469,0.4930862400966469,0.5978014423311322,0.7475504645348198,0.48801586288045634,0.4930862400966469,0.3450793259693751,0.6661194695547187,0.8228710587976489,0.6661194695547187,0.8090560064658001,0.6639148031773616,0.6709150642420321,0.7492808139765131,0.8452388796313709,0.8348379388274231,0.48801586288045634,0.7449141561214306,0.7174656090637488,0.711969156449309,0.35168205621931375,0.409706233460192,0.46249541555563406,0.47407255251244307,0.7705959027657532,0.9298474315614332,0.409706233460192,0.6776299397376683,0.47407255251244307
BaseEntity,0.7089215135339776,0.6896288948059197,0.7267783813858529,0.6930516603535972,0.7267783813858529,0.7267783813858529,0.7267783813858529,0.7097614327168884,0.7097614327168884,0.3846322479584766,0.8566314555356329,0.8566314555356329,0.7399242618580854,0.8338015059452337,0.7371208742707646,0.8673295890505581,0.8673295890505581,0.8622188790664039,0.7410193573205186,0.7449141561214306,0.8673295890505581,0.8616213497989782,0.8405998717970398,0.7276967045138663,0.8405998717970398,0.7238926781194922,0.8602458860533294,0.8257852609210095,0.8285714123149334,0.718389855113625,0.6990141068401787,0.7449141561214306,0.48801586288045634,0.9525519321497502,0.953138504216776,0.40310054398764683,0.42368057988853924,0.45330578569572505,0.47407255251244307,0.8192854421149018,0.7278276595369794,0.42368057988853924,0.9244038363993816,0.47407255251244307
NamedEntity,0.73245829603989,0.7438090400023017,0.7076549520453042,0.7162717380283797,0.7076549520453042,0.7076549520453042,0.7076549520453042,0.7743220725225411,0.7743220725225411,0.4673199191041366,0.8100405148603442,0.8100405148603442,0.6933333211827967,0.8248386144936312,0.683763679671748,0.8012045997112528,0.8012045997112528,0.8044955095731517,0.6757535311600404,0.7174656090637488,0.8012045997112528,0.8341728027412961,0.8258913424245157,0.686879299933407,0.8258913424245157,0.7091841487469681,0.8765429493558963,0.8041364086802449,0.87594762626298,0.6999679308670808,0.6900400749339253,0.7174656090637488,0.9525519321497502,0.48801586288045623,0.938113824918411,0.4633268950454265,0.4307020282925271,0.4680512780613804,0.47407255251244307,0.8715023240948466,0.6284294749825305,0.4307020282925271,0.9542257064588735,0.47407255251244307
Person,0.7397193573361284,0.7564333453114632,0.6670021029125666,0.6979226758007592,0.6670021029125666,0.6670021029125666,0.6670021029125666,0.699746507644647,0.699746507644647,0.4389385541797314,0.8592639496042159,0.8592639496042159,0.7425567559266683,0.8419767751021852,0.7109512885799106,0.7706541787962959,0.7706541787962959,0.7674493989311864,0.6661384639333453,0.711969156449309,0.7706541787962959,0.8286763501268565,0.7668569082091913,0.661188075281019,0.7668569082091913,0.6501497145316438,0.7742993632945351,0.7059820504303241,0.7988480214630519,0.6285185709830646,0.604529694007623,0.711969156449309,0.953138504216776,0.938113824918411,0.48801586288045623,0.3496962715006447,0.48452223800758226,0.42345433576839875,0.47407255251244307,0.8347040511241994,0.7154065886129041,0.48452223800758226,0.9295818172623423,0.47407255251244307
PetClinicApplication,0.37479247873311067,0.4026845600288132,0.241557762301917,0.2743170856025469,0.241557762301917,0.241557762301917,0.241557762301917,0.29767201239069574,0.29767201239069574,0.40979165942193546,0.37264673615709304,0.37264673615709304,0.37264673615709304,0.36027866010059056,0.34922353248613985,0.3618135847847275,0.3618135847847275,0.3531506111892922,0.33701973056530404,0.35168205621931375,0.3618135847847275,0.35168205621931375,0.1583355760987862,0.23184874353205998,0.1583355760987862,0.1583355760987862,0.21933796124314522,0.1804250784757431,0.4234350625405336,0.2245482389631068,0.2031751206589747,0.35168205621931375,0.40310054398764683,0.4633268950454265,0.3496962715006447,0.0,0.4350736942514783,0.4440379498556362,0.47407255251244307,0.4055183154969691,0.42059156822342053,0.4350736942514783,0.40470884123221984,0.47407255251244307
WelcomeController,0.4700225158618201,0.4673330881281781,0.43531821431509304,0.4441846812309122,0.43531821431509304,0.43531821431509304,0.43531821431509304,0.39819358720278636,0.39819358720278636,0.45959115332466866,0.33343355974903166,0.33343355974903166,0.33343355974903166,0.378609638816733,0.3099291836394414,0.4376963351677467,0.4376963351677467,0.4336547030280059,0.3489956406745198,0.409706233460192,0.4376963351677467,0.409706233460192,0.44410175795226564,0.3549289566481077,0.44410175795226564,0.44410175795226564,0.4114667315423692,0.4256330638660119,0.4528169141116277,0.4381594502096515,0.45195953918704623,0.409706233460192,0.42368057988853924,0.4307020282925271,0.48452223800758226,0.4350736942514783,1.5480184210062732e-16,0.4516724434189846,0.47407255251244307,0.3967044593861135,0.41728194018523607,1.5480184210062732e-16,0.44799893278758185,0.47407255251244307
CrashController,0.46226076400790916,0.4592257263736822,0.4465983626636001,0.4462359977107986,0.4465983626636001,0.4465983626636001,0.4465983626636001,0.4398697866290837,0.4398697866290837,0.39734804609067115,0.4534489759370383,0.4534489759370383,0.4534489759370383,0.45106779025983973,0.4355155503453452,0.45020211941014804,0.45020211941014804,0.423417779985253,0.4311797409623207,0.46249541555563406,0.45020211941014804,0.46249541555563406,0.4669425452151989,0.4398610690417175,0.4669425452151989,0.4669425452151989,0.45232340258421555,0.4585652379203436,0.462535301659177,0.46155834949900837,0.43443413564439565,0.46249541555563406,0.45330578569572505,0.4680512780613804,0.42345433576839875,0.4440379498556362,0.4516724434189846,1.5480184210062732e-16,0.47407255251244307,0.4286391771856455,0.4706957044815464,0.4516724434189846,0.42663257387806913,0.47407255251244307
error(html),0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307
inputField(html),0.46193142744775467,0.4534731355220873,0.4513541086719132,0.4455594782504355,0.4513541086719132,0.4513541086719132,0.4513541086719132,0.4368773278491133,0.4368773278491133,0.38781899900628714,0.9710278083944438,0.9710278083944438,0.8280912714833625,0.9166010645390571,0.7255393235863382,0.9744361508674525,0.9744361508674525,0.9038145091782239,0.7168456846605294,0.7705959027657532,0.9744361508674525,0.9135324396768345,0.9460429566479581,0.7073553647448799,0.9460429566479581,0.803106419736877,0.9462476345249115,0.9144164456188915,0.9192186141460762,0.7540708334331603,0.7129459984466545,0.7705959027657532,0.8192854421149018,0.8715023240948466,0.8347040511241994,0.4055183154969691,0.3967044593861135,0.4286391771856455,0.47407255251244307,0.48801586288045595,0.6880738880099836,0.3967044593861135,0.7609673024479809,0.47407255251244307
selectField(html),0.3471133940844856,0.4000204574443285,0.4419884136467927,0.40411961732212387,0.4419884136467927,0.4419884136467927,0.4419884136467927,0.4643264008457618,0.4643264008457618,0.4090513285381638,0.7122215184289059,0.7122215184289059,0.3671421924595312,0.7580040719538533,0.3097617163287366,0.8346361882577285,0.8346361882577285,0.8063110292479652,0.8432746182092908,0.9298474315614332,0.8346361882577285,0.7869108946503519,0.77304248431289,0.8177864009231739,0.77304248431289,0.9159790212239713,0.8130930587370321,0.7224690005725029,0.7040536701342711,0.8699181196663346,0.8441924327082715,0.9298474315614332,0.7278276595369794,0.6284294749825305,0.7154065886129041,0.42059156822342053,0.41728194018523607,0.4706957044815464,0.47407255251244307,0.6880738880099836,0.4880158628804561,0.41728194018523607,0.6878490685925224,0.47407255251244307
welcome(html),0.4700225158618201,0.4673330881281781,0.43531821431509304,0.4441846812309122,0.43531821431509304,0.43531821431509304,0.43531821431509304,0.39819358720278636,0.39819358720278636,0.45959115332466866,0.33343355974903166,0.33343355974903166,0.33343355974903166,0.378609638816733,0.3099291836394414,0.4376963351677467,0.4376963351677467,0.4336547030280059,0.3489956406745198,0.409706233460192,0.4376963351677467,0.409706233460192,0.44410175795226564,0.3549289566481077,0.44410175795226564,0.44410175795226564,0.4114667315423692,0.4256330638660119,0.4528169141116277,0.4381594502096515,0.45195953918704623,0.409706233460192,0.42368057988853924,0.4307020282925271,0.48452223800758226,0.4350736942514783,1.5480184210062732e-16,0.4516724434189846,0.47407255251244307,0.3967044593861135,0.41728194018523607,1.5480184210062732e-16,0.44799893278758185,0.47407255251244307
layout(html),0.7224481476086825,0.6883028163880195,0.7379641912726348,0.6995184140233149,0.7379641912726348,0.7379641912726348,0.7379641912726348,0.7348140518680507,0.7348140518680507,0.2729378508703177,0.845005312342316,0.845005312342316,0.7282981186647686,0.8198361251946247,0.6675213158956638,0.8081663916639643,0.8081663916639643,0.7908872385420227,0.6428928669762142,0.6776299397376683,0.8081663916639643,0.7943371334152157,0.8190187279367315,0.6487702465217481,0.8190187279367315,0.7023115342591839,0.8314646708085459,0.7886757393540246,0.8233305278274419,0.6667129232189152,0.6198937530737941,0.6776299397376683,0.9244038363993816,0.9542257064588735,0.9295818172623423,0.40470884123221984,0.44799893278758185,0.42663257387806913,0.47407255251244307,0.7609673024479809,0.6878490685925224,0.44799893278758185,0.48801586288045623,0.47407255251244307
package-info,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307,0.47407255251244307
